RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4442,15654488,Arslan,667,France,Male,25,6,90341.07,1,1,0,139144.73,0
4443,15736394,Wilson,546,Germany,Male,36,2,0.0,1,1,0,76210.21,0
4444,15678808,Ozturk,520,France,Female,21,7,0.0,2,1,1,198918.59,0
4445,15750050,Aydin,700,Spain,Female,29,4,0.0,1,1,0,118739.98,0
4446,15669736,Hsia,503,Spain,Female,51,9,109336.62,2,0,1,187938.9,1
4447,15642628,Cameron,628,France,Female,23,10,90058.05,2,1,0,178741.28,0
4448,15613210,Yildiz,619,Germany,Male,55,3,104938.56,2,1,0,105152.55,1
4449,15703459,Hsia,638,France,Female,27,0,149815.93,1,0,0,180826.57,0
4450,15790284,Schmidt,674,France,Female,53,8,131569.4,1,1,0,98337.43,1
4451,15780433,Weber,803,France,Male,30,10,0.0,1,1,1,159667.81,0
4452,15629025,Celik,496,Spain,Male,47,10,131120.04,2,0,0,106357.7,0
4453,15685104,Wagner,734,Spain,Female,38,2,0.0,1,1,1,165378.68,0
4454,15742011,Kaya,409,France,Male,46,0,0.0,1,1,0,140618.79,0
4455,15718800,Dogan,784,France,Male,20,0,147062.49,1,1,0,70476.79,1
4456,15582489,Jones,454,France,Male,34,5,51193.25,1,1,1,62006.97,0
4457,15713459,Kent,850,Germany,Female,54,2,58471.28,1,1,0,154679.97,0
4458,15575388,Ozturk,613,France,Female,36,1,0.0,2,1,1,192633.43,0
4459,15594824,Cameron,774,Spain,Female,30,2,94302.15,2,0,1,77962.21,0
4460,15729126,Rossi,754,Spain,Female,23,4,117892.18,1,1,0,171087.78,1
4461,15591336,Conti,608,France,Male,28,0,77786.9,2,1,0,115235.32,1
4462,15650451,Jones,615,Spain,Female,56,9,0.0,1,1,0,179444.36,0
4463,15712801,Sahin,570,Germany,Male,44,10,183636.91,2,1,0,188321.83,1
4464,15729558,Arslan,726,Germany,Male,18,2,99558.04,1,1,0,161703.83,0
4465,15677128,Hooper,609,Spain,Female,48,6,74393.88,1,1,1,24818.96,0
4466,15589205,Ozturk,571,France,Female,33,0,0.0,1,1,1,101485.58,0
4467,15765468,Muller,702,Germany,Female,32,0,132981.44,2,0,0,186135.52,0
4468,15803153,Miller,564,France,Male,47,3,0.0,2,1,1,115254.06,0
4469,15787871,Hooper,618,Germany,Male,52,9,138822.29,2,0,1,20085.66,0
4470,15752821,Bianchi,660,France,Female,31,8,108353.87,2,1,1,122605.52,0
4471,15666251,Romano,588,France,Male,44,7,126542.39,1,1,0,185940.85,1
4472,15784758,Cameron,603,France,Male,41,1,193695.77,1,1,0,94536.75,0
4473,15687739,Conti,797,France,Female,22,2,104729.08,1,1,1,171211.13,0
4474,15599817,Miller,630,France,Male,41,6,116411.22,1,1,1,3772.54,1
4475,15778328,Chien,615,France,Male,37,4,0.0,1,1,1,125577.72,0
4476,15645737,Muller,633,Spain,Male,24,8,191683.39,2,1,0,196130.67,0
4477,15800366,Howells,694,Germany,Male,46,6,142435.64,1,1,1,26816.03,0
4478,15657782,Taylor,551,France,Male,26,6,0.0,1,0,1,105116.51,0
4479,15783040,Miller,691,Spain,Male,30,6,0.0,1,1,0,20114.53,0
4480,15699988,Onio,675,Spain,Male,85,10,0.0,1,1,0,83205.28,1
4481,15682544,Conti,478,France,Male,29,6,114167.19,2,1,0,147162.96,0
4482,15639914,Ferri,822,Germany,Male,33,8,0.0,2,1,1,172688.64,0
4483,15774617,Celik,790,France,Female,22,5,0.0,1,0,1,174543.43,0
4484,15580858,Brown,573,Germany,Male,18,0,98851.39,2,1,1,156963.73,0
4485,15682914,Moore,542,Germany,Female,68,5,73050.31,2,1,1,171509.28,1
4486,15657916,Weber,672,France,Female,58,9,0.0,1,1,1,93228.09,0
4487,15701542,Schmidt,513,Germany,Male,18,8,0.0,1,1,1,159010.52,0
4488,15629335,Howells,781,France,Male,81,6,154331.85,1,0,1,158143.2,1
4489,15731841,Kaya,605,Germany,Female,64,10,0.0,1,0,0,116480.51,1
4490,15662177,Moore,806,France,Male,39,10,62076.88,1,1,0,5192.21,0
4491,15612731,Weber,571,Spain,Female,28,10,115360.16,1,1,1,54807.96,0
4492,15614938,Rossi,639,Germany,Female,56,10,145390.37,3,1,0,99036.19,1
4493,15739819,Yildiz,772,France,Female,47,3,0.0,2,1,0,138085.45,1
4494,15631172,Pirozzi,619,Spain,Male,71,1,0.0,2,1,0,16369.73,1
4495,15642510,Yilmaz,676,France,Male,68,4,126327.36,2,1,1,70226.18,0
4496,15722432,Ozturk,755,Germany,Male,37,2,137252.26,1,0,0,67359.84,1
4497,15648143,Onio,597,Germany,Female,39,1,0.0,2,1,1,28154.79,0
4498,15662735,Cameron,529,France,Male,27,7,95598.9,2,1,1,89393.32,0
4499,15626817,Conti,510,France,Female,28,1,121401.41,2,1,1,149450.55,0
4500,15652043,Bianchi,706,France,Female,35,0,0.0,2,0,1,199128.23,1
4501,15738888,Bianchi,687,Germany,Male,46,2,0.0,2,0,1,163892.86,0
4502,15699171,Chien,752,Germany,Male,18,4,106563.27,1,0,0,170423.61,0
4503,15815073,Hsia,624,France,Female,70,7,118445.02,1,1,0,74264.92,1
4504,15758657,Hsia,513,France,Male,28,10,107060.02,2,1,0,161260.75,0
4505,15569908,Brown,424,Spain,Male,36,6,96411.71,1,1,0,134099.48,0
4506,15660413,Kent,850,France,Male,49,5,0.0,1,1,0,65847.64,1
4507,15638160,Miller,701,France,Male,39,3,133816.28,2,1,1,79306.77,0
4508,15712574,Bianchi,663,Germany,Male,45,3,100186.15,2,1,0,158715.6,0
4509,15632112,Schmidt,677,France,Female,38,6,168798.9,2,0,0,41521.6,0
4510,15807241,Chien,513,Spain,Female,25,2,142438.32,1,0,1,147200.19,0
4511,15640541,Bianchi,574,France,Male,55,0,0.0,1,1,1,104250.9,0
4512,15696190,Kaya,817,Spain,Male,45,8,60799.12,2,0,1,33950.65,0
4513,15596427,Jones,713,France,Male,31,10,0.0,1,1,0,83789.87,0
4514,15793140,Wilson,577,France,Female,35,10,0.0,2,0,1,126918.79,0
4515,15793653,Davis,532,France,Male,30,7,80130.47,1,1,0,107314.7,0
4516,15764110,Lombardo,600,Spain,Female,47,10,0.0,1,1,1,1231.51,0
4517,15653604,Pirozzi,620,Germany,Female,21,8,86032.39,1,1,0,164061.87,1
4518,15580380,Weber,847,France,Female,29,0,128915.72,2,1,0,145281.62,0
4519,15743434,Miller,632,Spain,Male,33,4,106740.35,1,1,1,59700.68,0
4520,15672970,Demir,536,France,Female,33,0,0.0,1,1,0,118326.03,0
4521,15813283,Hooper,644,France,Male,26,2,169076.01,1,1,0,131215.71,0
4522,15740272,Pirozzi,675,France,Female,38,10,136624.4,2,1,1,43010.44,0
4523,15700353,Taylor,527,Spain,Female,21,9,0.0,2,1,0,111483.26,0
4524,15812368,Onio,689,France,Female,47,10,123099.66,1,1,1,23993.18,0
4525,15765809,Greco,766,France,Female,62,5,0.0,1,1,1,127247.43,0
4526,15680290,Chien,663,Spain,Female,42,2,0.0,1,1,0,172717.51,0
4527,15570414,Arslan,573,Germany,Male,27,4,62686.37,1,1,1,17617.52,0
4528,15588896,Yilmaz,599,France,Male,46,2,0.0,1,1,1,187414.68,0
4529,15676625,Hooper,491,Germany,Female,34,10,171017.01,1,0,1,32402.31,0
4530,15706197,Ferri,637,France,Female,42,6,104827.83,2,1,1,93742.71,0
4531,15573238,Aydin,680,France,Female,38,0,68657.4,1,1,0,63780.77,1
4532,15597340,Demir,564,France,Female,49,3,85980.82,2,1,1,29050.44,0
4533,15741767,Conti,836,Germany,Male,41,5,86965.72,1,1,0,75326.74,0
4534,15753572,Jones,726,Spain,Female,33,7,0.0,2,1,1,75667.85,0
4535,15573153,Garcia,478,France,Female,29,9,106479.44,2,0,1,194300.9,0
4536,15692614,Muller,480,France,Male,34,2,0.0,2,1,0,114621.07,0
4537,15585943,Miller,556,France,Male,51,7,137643.8,1,1,1,58853.16,0
4538,15746550,Lombardo,801,Spain,Female,34,8,115588.18,1,0,1,18298.61,0
4539,15774210,Fischer,736,Spain,Male,44,8,147710.53,1,1,1,144025.92,1
4540,15783031,Miller,806,Spain,Female,45,3,0.0,1,0,1,189893.71,0
4541,15715238,Smith,651,Spain,Female,35,3,0.0,1,1,0,8158.27,0
4542,15722931,Kent,630,Spain,Female,34,1,186502.64,3,1,1,195625.8,0
4543,15797338,Romano,530,Spain,Male,37,6,126433.42,1,1,0,11138.66,0
4544,15718804,Lombardo,684,Germany,Male,22,3,109812.57,2,1,0,91657.15,0
4545,15677264,Garcia,631,France,Female,43,4,117387.13,3,1,1,152646.36,1
4546,15754335,Yilmaz,627,Germany,Female,32,0,0.0,2,1,1,196104.95,0
4547,15713404,Pirozzi,805,France,Male,40,10,145529.47,2,1,0,16759.46,0
4548,15776305,Dogan,638,France,Male,31,7,62190.71,1,0,0,171504.32,0
4549,15696870,Onio,778,France,Female,57,2,136038.16,2,0,1,72115.48,0
4550,15782954,Weber,498,France,Male,58,0,107703.84,2,0,0,177014.83,1
4551,15576916,Dogan,850,Germany,Female,45,4,127662.47,2,1,1,196737.97,0
4552,15574808,Hooper,614,France,Female,18,1,0.0,1,0,0,91143.17,0
4553,15590459,Sahin,718,France,Female,36,2,107376.46,1,0,0,186677.87,0
4554,15704742,Davis,733,Spain,Female,49,8,69332.84,1,1,1,101390.73,1
4555,15742937,Miller,602,Germany,Female,74,0,71725.74,1,1,1,72529.54,1
4556,15619765,Schmidt,729,France,Male,24,5,110965.84,1,0,1,76848.09,0
4557,15604636,Chien,734,France,Male,18,8,0.0,2,0,1,32213.26,0
4558,15780778,Bianchi,582,France,Male,32,6,0.0,1,0,0,129722.45,1
4559,15753327,Taylor,583,Spain,Male,30,1,127240.86,1,0,0,83731.73,0
4560,15727793,Wagner,654,France,Female,45,3,94735.1,2,1,1,103905.22,0
4561,15687787,Aydin,639,Spain,Male,26,1,77430.28,1,1,1,196136.19,0
4562,15670751,Weber,784,France,Male,31,10,148993.13,2,1,1,115624.22,0
4563,15570832,Demir,717,Spain,Female,32,7,136165.48,3,1,1,75067.4,0
4564,15612724,Sahin,643,France,Male,40,10,98327.56,3,1,0,109213.11,1
4565,15789939,Weber,708,France,Male,44,1,145533.89,1,1,0,136604.12,0
4566,15650453,Aydin,454,France,Female,29,4,89251.66,1,0,1,136734.78,0
4567,15741828,Hooper,591,France,Male,40,3,126201.13,1,0,1,61702.03,0
4568,15741637,Yildiz,678,Spain,Male,18,8,126570.87,2,1,1,52877.8,0
4569,15643053,Yildiz,757,Germany,Male,59,0,0.0,2,1,0,120917.79,1
4570,15616788,Greco,669,France,Female,27,8,134345.91,1,1,1,169508.16,0
4571,15738610,Ozturk,790,Spain,Female,53,5,0.0,1,1,0,18028.91,0
4572,15589095,Lombardo,733,France,Female,30,10,0.0,1,1,1,76055.63,0
4573,15689401,Garcia,603,Spain,Male,45,3,118812.69,1,1,1,55553.68,0
4574,15787698,Cameron,637,France,Female,34,9,86395.62,1,0,0,121613.02,1
4575,15743525,Greco,689,France,Male,48,9,138626.59,1,1,1,157288.67,0
4576,15756745,Celik,607,France,Female,52,4,153337.79,2,1,0,131446.26,0
4577,15586516,Garcia,797,France,Male,57,9,117780.06,2,1,1,43005.67,0
4578,15615647,Ferri,544,Spain,Male,43,3,122086.98,1,1,1,126225.68,0
4579,15634472,Kent,680,France,Male,20,7,111222.45,1,1,1,153355.93,0
4580,15638775,Ozturk,721,France,Male,26,10,116814.51,1,0,1,73685.56,0
4581,15614219,Ozturk,620,Spain,Male,58,1,104236.54,2,1,1,109853.14,0
4582,15808707,Miller,598,France,Male,35,4,119794.59,1,1,0,25957.07,0
4583,15606937,Arslan,643,France,Female,34,0,111767.55,1,0,0,63508.58,1
4584,15742739,Smith,728,Germany,Female,46,5,168521.08,2,1,1,130970.18,1
4585,15712382,Yildiz,602,France,Female,43,3,0.0,1,1,0,111885.81,0
4586,15718324,Onio,547,Spain,Male,68,1,0.0,2,1,1,197418.26,0
4587,15619361,Cameron,760,Germany,Male,37,9,0.0,2,1,0,81666.02,0
4588,15642604,Yildiz,688,France,Female,35,3,149317.57,1,0,0,159780.9,0
4589,15717318,Chien,747,France,Male,51,8,162369.86,1,0,0,198906.38,0
4590,15640478,Muller,723,France,Female,46,1,83930.86,2,1,1,83640.72,0
4591,15739221,Muller,850,Germany,Female,24,2,137407.09,1,1,1,24179.01,0
4592,15575581,Rossi,757,Germany,Male,35,0,0.0,1,1,0,194655.24,1
4593,15583905,Muller,580,Spain,Female,70,7,119464.48,2,1,0,26167.54,1
4594,15747813,Fischer,695,France,Female,28,4,85514.66,2,1,0,102200.71,0
4595,15719884,Kaya,596,Spain,Female,35,9,134199.2,2,1,1,31190.29,0
4596,15576494,Sahin,606,France,Male,64,5,158568.38,1,1,0,196736.43,1
4597,15790450,Bianchi,514,Spain,Male,63,2,161221.63,1,1,0,6202.26,0
4598,15566915,Lombardo,623,France,Female,55,8,134642.53,1,1,0,6760.58,0
4599,15804578,Davis,702,Spain,Male,33,9,145211.11,1,1,0,67025.38,0
4600,15748066,Muller,644,France,Male,30,6,64654.29,2,1,1,171868.47,0
4601,15812725,Arslan,544,France,Female,50,7,0.0,1,1,0,8758.09,0
4602,15802909,Moore,504,France,Male,59,9,0.0,1,1,1,1719.02,0
4603,15643978,Hooper,850,Spain,Female,36,1,0.0,1,0,0,12089.31,1
4604,15754818,Schmidt,681,Spain,Female,42,2,121944.52,2,1,1,106392.99,0
4605,15618426,Celik,571,Germany,Male,29,8,0.0,1,1,1,120006.13,0
4606,15683605,Pirozzi,694,France,Male,22,8,72734.79,2,1,1,81753.71,0
4607,15625725,Greco,850,Germany,Male,23,2,137780.68,2,1,0,115744.35,0
4608,15687206,Taylor,710,France,Male,37,0,176059.31,1,1,0,20759.36,0
4609,15783776,Garcia,382,Germany,Male,28,5,93220.37,2,1,1,26256.76,0
4610,15674730,Chien,850,France,Female,41,3,121694.5,2,1,0,144463.91,0
4611,15588798,Howells,472,Spain,Male,30,1,0.0,1,0,1,99446.9,0
4612,15646858,Moore,630,Germany,Male,54,4,0.0,3,1,0,181212.19,1
4613,15762323,Kaya,541,France,Male,32,2,100370.23,2,1,0,118274.76,0
4614,15696123,Demir,579,Germany,Male,34,10,0.0,2,1,1,122221.42,0
4615,15705741,Howells,677,France,Female,58,8,149296.19,2,1,1,47685.96,0
4616,15673483,Cameron,451,France,Female,40,0,128388.93,1,1,0,174443.89,0
4617,15638892,Hooper,641,France,Male,41,10,0.0,2,1,1,173462.93,0
4618,15715236,Yildiz,760,France,Male,34,2,0.0,2,1,0,2617.1,0
4619,15723966,Aydin,569,France,Female,39,1,140509.49,2,1,0,118958.35,0
4620,15790221,Davis,517,Germany,Female,25,1,86296.46,1,1,1,174231.84,0
4621,15720139,Dogan,637,Germany,Male,51,4,159596.05,2,1,1,157847.06,0
4622,15814442,Davis,618,France,Male,31,4,0.0,2,0,1,67492.36,0
4623,15772336,Ferri,593,Spain,Male,24,9,88902.13,1,1,0,78282.47,0
4624,15585385,Brown,536,Spain,Male,51,3,74497.28,1,1,0,57751.95,0
4625,15663739,Celik,700,France,Male,44,7,110038.73,1,1,0,165758.89,1
4626,15661867,Martin,707,France,Female,46,1,0.0,4,0,1,60355.62,0
4627,15566456,Weber,548,Spain,Male,37,9,133636.82,2,1,1,154863.93,0
4628,15610875,Bianchi,561,France,Female,60,5,89169.34,1,1,1,180125.96,0
4629,15756239,Jones,663,France,Female,30,6,143585.33,1,0,1,137907.62,0
4630,15653727,Jones,557,Spain,Female,36,5,0.0,1,1,1,57745.43,0
4631,15602669,Romano,667,Spain,Female,19,8,122453.45,2,1,1,74637.72,0
4632,15637566,Aydin,791,Spain,Male,18,6,0.0,1,0,1,176452.09,0
4633,15634373,Onio,644,Spain,Female,40,4,0.0,1,1,0,182947.89,0
4634,15609333,Kent,533,France,Female,44,9,156133.11,2,1,0,112868.75,0
4635,15590997,Kaya,688,Germany,Male,39,1,147124.16,2,1,1,99022.38,0
4636,15756711,Conti,633,Spain,Female,44,10,130010.56,1,0,1,111624.76,1
4637,15771822,Yilmaz,636,France,Female,50,6,0.0,1,1,0,116801.84,0
4638,15689767,Moore,696,France,Female,36,1,161078.73,1,0,1,97464.63,0
4639,15719560,Schmidt,716,France,Male,34,5,0.0,1,1,1,46742.95,0
4640,15795502,Garcia,653,Germany,Female,27,3,0.0,1,1,1,144323.63,0
4641,15776357,Arslan,644,Germany,Male,41,0,142354.76,2,1,1,140182.17,0
4642,15573848,Kaya,848,Spain,Male,53,10,0.0,1,1,1,14669.35,0
4643,15803929,Wagner,765,France,Male,47,9,120248.52,2,0,1,13565.41,0
4644,15582444,Kaya,730,Germany,Female,68,6,150990.84,2,1,0,101472.85,1
4645,15572343,Taylor,663,France,Female,38,1,0.0,2,0,0,121097.59,0
4646,15666514,Davis,553,Spain,Male,32,4,75312.41,2,1,0,177262.52,1
4647,15752156,Conti,758,Germany,Male,36,7,0.0,1,1,1,45063.66,0
4648,15585769,Greco,664,Germany,Male,48,4,0.0,1,1,1,86476.78,0
4649,15638945,Howells,595,France,Male,44,5,67345.09,1,0,0,62159.04,1
4650,15631380,Wagner,627,France,Male,31,9,0.0,2,1,1,196808.82,0
4651,15665041,Chien,557,France,Male,41,2,87541.63,2,1,0,132820.02,0
4652,15812197,Garcia,752,Spain,Male,30,9,139167.39,1,1,1,116445.22,0
4653,15648550,Aydin,716,France,Male,44,10,0.0,2,0,1,13292.33,0
4654,15617938,Conti,667,Spain,Female,20,3,107294.04,1,1,1,138809.41,0
4655,15596278,Davis,646,France,Male,22,10,0.0,3,1,1,74743.6,0
4656,15615228,Wilson,585,Germany,Female,24,3,90115.87,1,1,0,127086.11,0
4657,15598984,Yildiz,446,France,Male,27,7,146016.85,1,1,0,15396.37,0
4658,15709104,Brown,514,France,Male,42,7,188138.55,1,1,0,113518.54,1
4659,15670822,Muller,579,Germany,Male,48,10,0.0,1,0,1,38891.52,1
4660,15690195,Wilson,564,France,Male,37,0,66726.6,1,1,0,189439.12,0
4661,15773728,Romano,678,France,Male,24,6,88642.65,1,0,1,27181.91,0
4662,15710804,Arslan,728,Germany,Female,51,9,0.0,1,1,1,50608.16,0
4663,15604491,Sahin,638,France,Male,36,1,123031.39,1,0,1,84155.26,0
4664,15659880,Pirozzi,785,Germany,Male,55,0,0.0,1,1,0,95943.66,0
4665,15643842,Wilson,575,Germany,Male,38,0,0.0,2,1,1,177613.14,0
4666,15772382,Miller,637,France,Male,21,5,0.0,1,1,0,171016.98,0
4667,15642453,Brown,645,France,Female,29,6,0.0,2,1,0,40649.55,0
4668,15600344,Schmidt,755,France,Male,20,8,0.0,1,1,1,105029.01,0
4669,15749694,Ferri,660,France,Male,18,4,0.0,2,1,0,172398.71,0
4670,15672794,Davis,663,France,Female,33,10,109223.74,2,1,0,104676.76,1
4671,15589665,Greco,491,Germany,Male,38,1,0.0,2,1,1,59905.36,0
4672,15738133,Lombardo,564,France,Male,55,6,105109.21,2,1,1,93567.76,1
4673,15618326,Ozturk,755,Spain,Female,43,5,121113.19,2,1,1,28618.68,0
4674,15782750,Muller,451,Spain,Male,49,5,103320.66,2,1,1,95838.58,0
4675,15773806,Conti,779,France,Female,31,5,0.0,2,0,0,106013.5,0
4676,15658089,Taylor,698,Germany,Female,24,7,131791.32,1,1,0,41733.69,0
4677,15704593,Kaya,578,France,Male,38,7,0.0,1,1,1,70951.28,0
4678,15707631,Yildiz,570,France,Male,31,9,114918.47,1,0,1,56570.66,0
4679,15729050,Schmidt,832,Spain,Male,47,4,75738.62,2,1,0,191894.27,0
4680,15582985,Lombardo,785,France,Female,32,0,79515.45,1,1,1,9597.1,0
4681,15646909,Yildiz,639,France,Male,43,1,114773.71,2,1,0,151837.61,0
4682,15608278,Chien,663,Spain,Female,63,6,113782.53,2,1,0,42281.74,1
4683,15740067,Taylor,588,Spain,Male,46,1,0.0,2,1,0,73872.52,0
4684,15582984,Brown,663,Germany,Female,57,8,0.0,2,0,0,138451.2,1
4685,15694935,Muller,585,Germany,Female,22,0,105885.15,2,1,0,172363.79,0
4686,15747663,Pirozzi,642,Spain,Male,23,10,199517.05,4,1,1,4877.7,1
4687,15802784,Dogan,824,Germany,Male,39,10,130428.57,2,1,1,23300.43,0
4688,15637712,Demir,641,France,Female,46,4,0.0,2,1,1,73725.94,0
4689,15567694,Miller,549,Spain,Female,42,9,108723.08,2,0,0,100014.54,0
4690,15746629,Jones,519,Germany,Male,28,9,0.0,1,0,1,194042.73,1
4691,15566087,Wagner,662,France,Female,45,8,113265.34,1,1,1,109796.11,0
4692,15582299,Chien,577,France,Female,40,6,148589.97,2,1,0,113637.96,0
4693,15813313,Yilmaz,674,France,Female,32,2,0.0,1,0,1,172676.63,0
4694,15781328,Garcia,495,France,Female,55,3,108434.05,1,1,0,106854.99,0
4695,15742578,Wagner,716,France,Female,46,3,0.0,1,1,1,51127.78,0
4696,15774574,Taylor,548,France,Male,53,10,151171.65,1,1,1,40804.2,0
4697,15584538,Ferri,654,Spain,Male,39,7,87407.12,2,1,1,97496.21,0
4698,15587932,Smith,618,France,Female,44,0,0.0,1,0,1,60613.94,0
4699,15640904,Jones,815,France,Female,42,1,102076.85,2,1,1,50083.12,0
4700,15571639,Yildiz,666,Spain,Female,21,9,145811.89,1,0,0,84013.51,1
4701,15787769,Sahin,837,France,Male,37,5,158495.96,1,1,1,59655.54,0
4702,15579772,Kaya,704,Spain,Male,41,5,0.0,2,1,0,101878.55,1
4703,15701705,Bianchi,787,Germany,Male,50,10,94785.86,2,1,0,183914.41,0
4704,15779099,Aydin,630,Germany,Male,28,6,0.0,1,1,0,90922.49,0
4705,15749439,Ferri,683,France,Male,38,4,133764.98,2,1,1,38058.8,0
4706,15624374,Conti,767,France,Male,54,9,141676.01,2,1,1,86882.58,0
4707,15683279,Fischer,737,Germany,Male,34,3,0.0,1,0,1,136244.81,0
4708,15702763,Romano,701,France,Male,22,10,0.0,2,1,0,173912.43,0
4709,15757673,Celik,619,France,Male,46,0,0.0,1,1,1,128084.54,0
4710,15672257,Taylor,635,France,Female,39,9,108611.91,1,1,0,115846.59,1
4711,15636956,Pirozzi,759,Germany,Female,20,1,89859.58,1,1,1,92360.64,0
4712,15764573,Davis,779,Germany,Male,35,5,128372.67,1,0,1,111222.33,0
4713,15787311,Onio,593,Germany,Female,38,2,68752.25,1,1,1,164031.84,1
4714,15687920,Weber,579,Germany,Male,34,7,129104.2,2,1,0,61234.11,0
4715,15572705,Smith,563,France,Female,38,5,92983.87,1,1,0,146919.14,1
4716,15690860,Yildiz,730,Spain,Female,40,8,141258.23,2,0,0,144651.12,0
4717,15788014,Yilmaz,561,Spain,Male,40,6,0.0,2,0,0,143939.66,1
4718,15812963,Brown,728,France,Male,36,3,135838.46,2,0,0,117735.14,0
4719,15665955,Garcia,702,France,Female,47,8,160195.63,2,0,1,24040.27,1
4720,15603231,Schmidt,598,France,Female,47,3,99970.52,2,1,0,186065.09,0
4721,15708735,Ferri,800,Spain,Male,31,2,90635.34,1,1,1,196586.59,0
4722,15773367,Taylor,510,France,Female,58,9,156045.02,2,1,1,178457.25,0
4723,15801941,Weber,809,France,Female,30,10,170780.82,1,0,1,183298.7,0
4724,15578637,Hooper,681,Spain,Female,40,5,0.0,2,1,0,173159.18,0
4725,15638335,Weber,451,Germany,Male,41,10,50073.2,2,1,1,46150.81,1
4726,15685107,Pirozzi,803,France,Male,25,2,138060.37,3,0,1,32617.85,0
4727,15590263,Miller,743,Germany,Male,23,0,91976.72,1,1,0,19875.98,0
4728,15787274,Howells,609,Spain,Female,31,9,146875.76,1,0,1,18293.9,0
4729,15593742,Martin,557,France,Male,45,9,0.0,2,1,1,149803.1,0
4730,15731997,Ozturk,499,Germany,Female,18,5,109916.93,1,0,1,60519.54,0
4731,15795348,Yildiz,850,Germany,Female,33,9,108219.98,2,1,1,65835.69,1
4732,15736997,Sahin,561,Germany,Male,25,9,0.0,2,1,0,150883.15,0
4733,15756494,Conti,529,Spain,Female,49,3,81626.4,2,1,1,38321.99,0
4734,15631527,Aydin,676,Germany,Female,33,1,108523.24,1,1,1,117253.26,0
4735,15772559,Onio,493,Germany,Female,42,6,123938.12,1,1,0,130205.62,1
4736,15670340,Cameron,556,Spain,Male,36,9,0.0,1,1,1,65560.16,0
4737,15581030,Wilson,746,France,Male,47,6,135365.73,2,0,1,96248.68,0
4738,15657342,Lombardo,695,France,Female,32,4,111309.76,2,1,0,96237.08,0
4739,15653157,Lombardo,613,Spain,Female,30,2,109091.8,1,0,0,123930.07,0
4740,15696056,Greco,652,Germany,Female,24,3,30416.68,1,1,1,106275.07,0
4741,15631904,Taylor,608,France,Male,40,8,108243.31,2,1,0,73381.17,0
4742,15681252,Brown,644,France,Male,45,4,124030.32,2,1,1,177831.44,0
4743,15672688,Kaya,577,France,Male,26,5,101648.91,2,1,1,158809.2,0
4744,15647421,Onio,594,France,Female,36,6,104197.81,2,1,0,123045.89,0
4745,15739750,Kent,591,France,Female,58,3,45540.09,1,1,1,95177.56,0
4746,15642067,Chien,580,Germany,Male,33,3,78285.35,1,1,0,94842.75,0
4747,15757137,Demir,750,France,Male,26,7,86995.63,2,1,1,92116.67,0
4748,15628411,Howells,724,Germany,Male,33,7,0.0,1,1,0,128054.97,1
4749,15781910,Brown,560,Spain,Male,32,8,0.0,1,1,1,156801.16,0
4750,15656958,Chien,535,Spain,Male,47,5,114304.21,1,1,1,51995.27,0
4751,15575874,Schmidt,635,Spain,Male,38,0,0.0,1,0,1,135752.86,1
4752,15603184,Yildiz,850,France,Female,20,7,132327.96,2,0,0,127252.38,0
4753,15767256,Demir,551,Germany,Male,51,0,107102.72,2,0,1,86842.48,1
4754,15783717,Sahin,635,Germany,Female,28,3,144741.92,1,1,1,22502.55,0
4755,15618693,Conti,659,France,Female,25,8,173532.7,2,0,1,118452.73,0
4756,15716224,Conti,640,Spain,Male,36,2,0.0,2,1,0,7829.54,0
4757,15709281,Wilson,606,Germany,Female,30,9,82564.23,2,1,1,192642.89,0
4758,15599146,Wilson,761,Germany,Male,48,7,0.0,2,0,1,123116.96,0
4759,15678694,Martin,694,France,Male,39,9,137582.05,1,0,0,44214.06,0
4760,15739158,Miller,731,France,Male,33,5,0.0,2,1,0,143700.64,1
4761,15807471,Chien,707,Spain,Male,28,5,170605.23,2,1,0,114996.68,0
4762,15777608,Miller,736,France,Female,59,1,91723.22,1,1,1,115893.36,0
4763,15590158,Bianchi,802,France,Female,54,9,112642.67,1,1,0,108921.38,0
4764,15625082,Davis,778,Germany,Female,36,7,140024.32,3,1,1,155566.81,1
4765,15674874,Muller,850,Germany,Female,19,8,0.0,2,1,1,146896.75,0
4766,15603349,Greco,767,France,Female,33,3,90131.97,2,1,1,81995.14,0
4767,15708366,Arslan,586,France,Female,46,2,142229.46,2,1,0,143513.83,0
4768,15567855,Demir,731,Spain,Female,27,4,116705.9,2,1,1,64393.35,0
4769,15594080,Chien,718,Spain,Female,60,5,75968.52,1,1,0,100579.74,1
4770,15577513,Celik,834,France,Male,58,9,0.0,2,1,0,41636.93,0
4771,15639569,Dogan,557,Spain,Male,30,2,83862.75,2,1,0,36615.73,0
4772,15756255,Cameron,704,France,Male,28,2,140465.67,1,1,0,16621.4,0
4773,15610017,Martin,585,Germany,Male,49,1,0.0,1,1,1,127479.51,0
4774,15812486,Chien,699,Germany,Female,43,4,133072.48,2,1,0,169850.38,0
4775,15633083,Cameron,629,Spain,Female,34,1,0.0,3,0,1,110828.51,1
4776,15576920,Yildiz,696,Spain,Female,50,0,129932.17,2,1,1,79928.64,0
